coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
cindicator,12 Sep 2017,12 Oct 2017,30.0,224.0,2,blockchain,12,15000000.0,15000000.0,1.0,0.01,7976,0,38693,1.26,971989,-0.44,0.06,0.89,0.95,-0.138,1.215,0.015,-0.024
particl,16 Mar 2017,12 Apr 2017,27.0,407.0,12,other,N/A,750000.0,N/A,N/A,1.0,N/A,0,N/A,5.95,983921,-0.06,0.08,1.26,1.32,-0.215,0.338,0.008,-0.02
time new bank,18 Nov 2017,23 Nov 2017,5.0,182.0,7,saas,10,8000000.0,N/A,N/A,0.02,24971,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
asch,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,933,0.12,0.22,3.5,3.55,0.054,3.615,0.022,0.008
enjin coin,3 Oct 2017,31 Oct 2017,28.0,205.0,7,entertainment,16,23000000.0,N/A,N/A,0.03,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
high performa...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iht real esta...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
delphy,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,35214,-0.05,0.23,3.71,3.77,0.125,7.046,0.011,0.021
arcblock,3 Feb 2018,3 Feb 2018,0.0,110.0,1,blockchain,4,45000000.0,45000000.0,1.0,0.5,38829,0,31779,1.54,94865600,-0.38,0.07,1.09,1.18,-0.035,3.662,0.0,-0.01
dent,12 Jul 2017,26 Jul 2017,14.0,302.0,3,telecommunications,8,1923507.0,28800000.0,0.07,0.0,1439,0,35699,N/A,71565,0.16,0.1,1.65,1.68,-0.17,0.431,0.032,-0.007
credits,15 Feb 2018,28 Feb 2018,13.0,85.0,7,saas,9,22570394.0,20000000.0,1.0,0.19,27234,0,17871,1.15,3014620,0.28,0.17,2.64,2.69,0.089,5.277,0.015,-0.002
game.com,N/A,N/A,N/A,N/A,12,gaming,N/A,N/A,N/A,N/A,0.15,2184,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
vertcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,14602,0.53,0.25,4.0,4.01,-0.039,1.785,0.01,-0.016
sonm,15 Jun 2017,19 Jun 2017,4.0,339.0,2,saas,13,42000000.0,N/A,N/A,0.59,8016,0,270,-0.12,86186,-0.56,-0.1,-1.66,-1.61,-0.072,2.892,0.005,-0.003
ruff,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,54736200,-0.08,-0.17,-2.77,-2.7,-0.018,2.585,-0.003,-0.022
blocknet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,4234,-0.24,-0.1,-1.61,-1.52,0.141,0.415,0.014,-0.008
gnosis,24 Apr 2017,24 Apr 2017,0.0,395.0,5,saas,10,12500000.0,N/A,1.0,29.85,N/A,0,67521,-1.0,22984,-0.01,-0.02,-0.32,-0.3,0.489,-5.815,0.004,-0.024
bluzelle,18 Jan 2018,2 Feb 2018,15.0,111.0,7,saas,10,19500000.0,19500000.0,1.0,0.118,23505,0,31954,4.74,41214300,0.11,-0.0,-0.02,0.04,-0.633,-0.662,0.005,-0.02
poa network,17 Nov 2017,17 Nov 2017,0.0,188.0,1,saas,19,12500000.0,12500000.0,1.0,N/A,11101,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sophiatx,7 Dec 2017,17 Dec 2017,10.0,158.0,6,saas,21,23470356.0,82300000.0,0.29,0.072,5539,0,15460,5.33,2148170,0.35,0.08,1.19,1.24,-0.11,5.123,0.005,-0.006
ignis,5 Aug 2017,14 Oct 2017,70.0,222.0,5,other,3,15000000.0,21600000.0,0.69,1.05,N/A,0,26959,1.2,18762,0.26,0.07,1.16,1.17,-1.231,-1.369,0.008,-0.021
medibloc,27 Nov 2017,15 Dec 2017,18.0,160.0,7,saas,17,21271251.0,30000000.0,0.71,0.009,5276,0,8107,1.21,645796,0.53,0.13,1.99,2.03,-0.379,5.123,0.011,-0.006
ink,N/A,N/A,N/A,N/A,12,blockchain,N/A,15000000.0,15000000.0,1.0,0.13,10514,0,N/A,1.16,14267,0.12,0.1,1.63,1.68,0.081,14.062,0.005,0.012
digitalnote,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,6579,0.03,0.14,2.29,2.32,0.018,7.646,0.011,-0.001
gamecredits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1,0.28,0.22,3.5,3.5,-0.36,1.338,0.05,-0.02
smartmesh,29 Nov 2017,28 Dec 2017,29.0,147.0,7,saas,9,15691200.0,16800000.0,0.93,0.017,21801,0,3687,0.84,1131310,0.39,0.15,2.32,2.36,0.059,9.554,0.014,-0.023
genaro network,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
crypterium,31 Oct 2017,14 Jan 2018,75.0,130.0,5,fintech,15,51656963.0,47000000.0,1.0,0.75,34390,0,16188,2.08,183715,-0.38,-0.05,-0.75,-0.69,-0.258,-6.585,-0.002,0.002
singularitynet,19 Dec 2017,19 Dec 2017,0.0,156.0,6,saas,9,32847814.0,32800000.0,1.0,0.1,15709,0,16349,14.2,17465100,0.09,0.0,0.08,0.11,-0.053,1.015,-0.0,-0.02
groestlcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,11843,0.08,0.02,0.27,0.3,-0.04,1.692,0.019,-0.009
metal,9 Jun 2017,9 Jun 2017,0.0,349.0,1,blockchain,7,N/A,N/A,1.0,0.18,207,0,32610,8.28,2843520,0.35,0.3,4.71,4.75,-0.238,2.323,0.01,-0.02
santiment net...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dynamic tradi...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
sirin labs token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ubiq,N/A,N/A,N/A,N/A,12,other,4,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,40335,-0.14,-0.05,-0.79,-0.75,-0.032,3.877,0.011,-0.014
raiden networ...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
po.et,N/A,N/A,N/A,N/A,1,saas,N/A,10000000.0,10000000.0,1.0,0.006,8329,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
apex,01 Jan 2018,28 Jan 2018,27.0,116.0,12,blockchain,N/A,25000000.0,25000000.0,1.0,0.16,16193,0,N/A,0.06,9262900,0.4,3.21,6.42,6.51,-0.384,-1.292,0.002,-0.029
boscoin,09 May 2017,10 May 2017,1.0,379.0,12,blockchain,17,17920000.0,N/A,N/A,0.044,N/A,0,N/A,18.93,27934,0.19,0.19,3.05,3.09,-0.033,-0.923,0.002,-0.038
jibrel network,27 Nov 2017,1 Jan 2018,35.0,143.0,6,blockchain,16,50000000.0,N/A,N/A,0.25,2182,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
thekey,15 Jan 2018,15 Jan 2018,0.0,129.0,3,other,14,22000000.0,22000000.0,1.0,0.035,75723,0,28615,-0.18,9008350,0.0,-0.07,-1.09,-1.0,-0.25,1.569,-0.003,-0.013
lympo,17 Feb 2018,28 Feb 2018,11.0,85.0,5,entertainment,11,16857899.0,12700000.0,1.0,0.022,12824,0,5916,-0.27,176692,0.26,0.21,3.41,3.47,-0.091,6.938,0.027,0.038
data,N/A,N/A,N/A,N/A,12,saas,N/A,37988300.0,38000000.0,1.0,0.011,30252,0,N/A,0.87,3899000,0.11,0.02,0.36,0.4,-0.097,7.938,0.006,-0.012
streamr datacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cube,16 Feb 2018,15 Mar 2018,27.0,70.0,4,saas,12,N/A,N/A,N/A,N/A,1655,0,6051,N/A,6757530,-0.13,0.0,0.04,0.11,-0.085,-2.277,-0.005,-0.018
bridgecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,28548,-0.08,0.19,2.96,3.0,-0.349,0.046,0.023,-0.019
tokenpay,7 Dec 2017,17 Jan 2018,41.0,127.0,7,blockchain,10,28680329.0,40900000.0,0.7,5.46,17257,0,N/A,-0.63,1515520,0.43,3.43,6.86,6.89,-0.361,-3.4,0.039,-0.032
tomochain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,491166,-0.23,0.24,3.81,3.88,-0.255,5.092,0.01,-0.017
zebi,05 Mar 2018,31 Mar 2018,26.0,54.0,7,fintech,17,8561100.0,8600000.0,1.0,0.033,15432,0,15889,2.52,5412550,0.14,1.11,2.22,2.28,0.063,-0.862,0.009,0.004
navcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dew,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,8,0,N/A,N/A,7668990,-0.0,-0.03,-0.43,-0.37,-0.219,1.385,-0.003,-0.018
bitcore,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,445,0.08,0.08,1.29,1.31,-0.097,0.508,0.017,-0.025
peercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,-0.36,-0.24,-3.8,-3.69,0.046,2.908,0.004,-0.003
origintrail,15 Jan 2018,17 Jan 2018,2.0,127.0,5,saas,11,21513600.0,21500000.0,1.0,0.1,10012,0,541,1.36,3901170,0.19,0.06,0.93,0.98,-0.181,1.723,0.01,0.012
ambrosus,22 Sep 2017,22 Oct 2017,30.0,214.0,6,insurance services,20,32507330.0,97800000.0,0.33,0.29,4206,0,16614,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cybervein,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,534618,-0.1,-0.79,-1.58,-1.46,0.095,5.015,0.008,0.02
crypto20,16 Oct 2017,30 Nov 2017,45.0,175.0,1,fintech,6,37698373.0,75000000.0,0.5,1.1,N/A,0,9542,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
genesis vision,15 Oct 2017,15 Nov 2017,31.0,190.0,2,fintech,23,2836724.0,33000000.0,0.09,1.0,7973,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
red pulse,8 Oct 2017,8 Oct 2017,0.0,228.0,3,fintech,11,15000000.0,N/A,N/A,0.03,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
litecoin cash,N/A,N/A,N/A,N/A,4,fintech,1,N/A,N/A,N/A,N/A,3152,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ethlend,25 Nov 2017,30 Nov 2017,5.0,175.0,5,blockchain,25,17860000.0,17900000.0,1.0,0.02,19240,0,45364,-0.07,728686,0.43,0.26,4.09,4.12,-0.292,3.338,0.016,-0.03
educare,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,858640,0.18,0.05,0.79,0.87,-0.165,7.092,0.008,0.023
pillar,15 Jul 2017,17 Jul 2017,2.0,311.0,4,saas,30,20000000.0,N/A,N/A,0.1,738,0,12518,-0.26,101274,0.24,0.07,1.03,1.09,-0.151,9.738,0.011,-0.028
primecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,0.0,0.26,0.13,1.99,2.01,0.062,-0.954,0.007,-0.029
adex,30 Jun 2017,30 Jun 2017,0.0,328.0,2,fintech,16,10000000.0,N/A,1.0,0.24,4585,0,55691,3.63,14444600,-0.05,-0.39,-0.78,-0.69,-0.649,1.308,-0.014,-0.021
iot chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
zclassic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,35136,-0.49,-0.29,-4.62,-4.56,-0.07,-6.738,0.016,-0.032
telcoin,11 Dec 2017,30 Dec 2017,19.0,145.0,8,blockchain,19,25000000.0,25000000.0,1.0,0.001,20923,0,24635,5.03,842193,0.04,-0.05,-0.81,-0.76,-0.285,7.062,-0.003,-0.008
ost,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,29195600,0.3,0.05,0.8,0.85,-0.128,0.815,-0.0,-0.026
blockv,19 Oct 2017,25 Oct 2017,6.0,211.0,1,saas,17,21599100.0,40000000.0,0.54,0.021,3724,0,6323,0.03,492028,0.34,0.23,3.6,3.64,0.004,2.446,0.01,-0.027
cloakcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,152742,0.19,0.19,3.09,3.11,0.051,2.031,0.016,-0.019
republic prot...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bread,16 Dec 2017,24 Dec 2017,8.0,151.0,6,blockchain,6,20021300.0,20000000.0,1.0,0.78,46811,0,54065,1.42,56455400,0.23,-0.03,-0.47,-0.41,-0.048,3.938,-0.004,-0.022
rock,N/A,N/A,N/A,N/A,12,fintech,N/A,980399.0,10000000.0,0.1,2.89,1858,0,N/A,-0.94,1832920,-0.06,0.03,0.49,0.56,0.383,2.431,0.004,0.003
ripio credit ...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
edgeless,28 Feb 2017,21 Mar 2017,21.0,429.0,12,saas,0,2000000.0,N/A,N/A,0.04,1229,0,39664,-0.23,18692,0.26,0.18,2.87,2.9,0.036,1.508,0.015,-0.015
quantum resis...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bodhi,N/A,N/A,N/A,N/A,12,saas,12,N/A,N/A,N/A,0.37,2412,0,3113,0.74,136310,-0.61,0.1,1.62,1.67,-0.036,3.092,0.01,0.043
banca,26 Feb 2018,26 Feb 2018,0.0,87.0,7,other,17,20000000.0,20000000.0,1.0,0.002,8716,0,6607,-0.65,856596,0.06,0.27,4.21,4.26,-0.659,-4.415,0.037,-0.002
burst,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,3084,-0.08,-0.1,-1.54,-1.5,-0.073,5.677,0.008,-0.01
electra,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1555,0.38,0.3,4.7,4.71,-1.625,2.462,0.249,0.004
airswap,10 Oct 2017,10 Nov 2017,31.0,195.0,1,fintech,4,12600000.0,12600000.0,1.0,0.3,4432,0,N/A,0.34,3654270,-0.15,0.06,0.95,1.03,-0.066,-0.769,0.006,-0.023
eidoo,4 Oct 2017,16 Oct 2017,12.0,220.0,6,saas,5,27676992.0,51700000.0,0.54,2.3,5453,0,25292,0.03,39128,-0.02,0.15,2.37,2.45,-0.153,1.092,0.004,-0.027
bitbay,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1380,0,N/A,N/A,35871,-0.25,-0.28,-4.38,-4.31,0.153,3.662,0.009,-0.02
oyster,N/A,N/A,N/A,N/A,12,other,15,N/A,N/A,N/A,0.033,11154,0,N/A,-0.19,5964,0.22,0.26,4.19,4.2,-0.094,1.569,0.056,-0.003
paypie,15 Oct 2017,16 Oct 2017,1.0,220.0,1,saas,11,26000000.0,26000000.0,1.0,0.37,4219,0,7665,-0.02,256062,0.06,0.15,2.35,2.38,0.033,-0.123,0.013,-0.044
einsteinium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,7895,-0.02,-0.16,-2.5,-2.45,0.043,1.092,0.012,-0.017
medishares,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,458726,0.31,0.22,3.5,3.54,0.203,8.785,0.014,-0.006
babb,6 Feb 2018,6 Mar 2018,28.0,79.0,4,fintech,13,20000000.0,20000000.0,1.0,0.001,13976,0,9015,-0.27,286765,-0.01,0.23,3.64,3.69,-0.354,2.062,0.027,0.002
singulardtv,2 Oct 2016,2 Oct 2016,0.0,599.0,1,saas,0,7500000.0,N/A,N/A,0.02,147,0,35900,-0.07,165271,-0.14,-0.11,-1.72,-1.63,-0.089,2.538,0.009,-0.024
hydro protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nanjcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,2,0,N/A,N/A,177221,0.39,0.21,3.31,3.34,0.015,-3.892,0.053,-0.017
district0x,18 Jul 2017,1 Aug 2017,14.0,296.0,1,saas,8,9000000.0,N/A,N/A,0.02,N/A,0,58227,-0.22,30593,0.46,0.16,2.56,2.6,-0.157,1.369,0.016,-0.019
viacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,310728,0.26,0.1,1.62,1.66,-0.068,-0.569,0.009,-0.017
decentbet,21 Sep 2017,19 Oct 2017,28.0,217.0,12,other,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
salus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,882,0.12,0.23,3.6,3.62,-0.153,3.0,0.032,-0.02
htmlcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,192,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
spankchain,N/A,N/A,N/A,N/A,1,entertainment,9,23750000.0,N/A,N/A,0.019,N/A,0,289615,0.68,44095,0.47,0.31,4.85,4.88,-0.036,0.477,0.017,-0.006
whitecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,870425,0.12,0.02,0.3,0.32,-0.052,-6.446,0.014,0.037
daex,N/A,N/A,N/A,N/A,12,blockchain,N/A,N/A,N/A,N/A,0.13,12533,0,N/A,0.35,817700,-0.23,-1.82,-3.63,-3.51,0.331,-0.077,-0.011,-0.012
ravencoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,171820,0.19,0.11,1.81,1.87,-0.378,-0.123,0.009,0.006
datx,11 Feb 2018,11 Mar 2018,28.0,74.0,7,other,9,44150000.0,44200000.0,1.0,0.035,26616,0,46925,-0.21,612568,-0.28,0.09,1.45,1.51,0.305,6.323,0.007,-0.0
dai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,324695,0.2,0.1,1.63,2.01,0.0,-0.938,0.001,0.002
experience po...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitcny,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,2209,0.03,0.03,0.44,0.65,-0.136,-1.615,0.013,0.002
gulden,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1325,0.23,0.13,2.07,2.1,-0.116,0.8,0.009,-0.006
trinity netwo...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
wings,18 Nov 2016,6 Jan 2017,49.0,503.0,6,saas,14,1706156.0,N/A,0.75,0.03,N/A,0,636,-0.29,1601,0.34,0.21,3.4,3.44,-0.017,1.631,0.014,-0.021
kucoin shares,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
primas,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,923411,0.05,0.05,0.85,0.89,-0.018,5.385,0.013,0.062
wepower,1 Feb 2018,2 Feb 2018,1.0,111.0,7,saas,20,40000000.0,40000000.0,1.0,0.13,52696,0,35595,0.35,782690,-0.0,-0.04,-0.7,-0.64,-0.029,1.015,-0.005,-0.03
utrust,2 Nov 2017,20 Nov 2017,18.0,185.0,6,saas,26,21000000.0,21000000.0,1.0,0.07,13228,0,28035,1.99,3956620,0.34,0.08,1.25,1.29,-0.537,-0.369,0.002,-0.031
kickcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
internet node...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
minexcoin,15 May 2017,13 Jun 2017,29.0,345.0,12,fintech,N/A,N/A,N/A,N/A,N/A,2984,0,N/A,N/A,17365,0.51,0.32,5.01,5.04,0.076,4.138,0.017,-0.016
modum,1 Sep 2017,22 Oct 2017,51.0,214.0,6,saas,17,13350000.0,16400000.0,0.81,1.0,2268,0,14214,-0.37,119265,0.35,0.25,3.9,3.95,-0.155,7.4,0.014,-0.018
mybit token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
havven,28 Feb 2018,7 Mar 2018,7.0,78.0,9,blockchain,27,30000000.0,30000000.0,1.0,0.5,66763,0,10771,-0.04,1203240,-0.09,0.12,1.92,2.01,-0.037,-0.6,0.008,0.012
wabi,28 Nov 2017,1 Dec 2017,3.0,174.0,2,ecommerce,10,11500000.0,11500000.0,1.0,0.25,8463,0,34626,4.56,26744800,0.21,0.1,1.56,1.6,-0.164,1.123,0.004,-0.026
appcoins,13 Dec 2017,20 Dec 2017,7.0,155.0,7,saas,18,15300000.0,15300000.0,1.0,0.1,11807,0,27250,34.3,124119000,-0.07,-0.12,-1.97,-1.92,-0.108,4.062,-0.009,-0.028
storiqa,28 Nov 2017,29 Jan 2018,62.0,115.0,3,saas,11,25000000.0,25000000.0,1.0,0.0,29982,0,10171,N/A,271889,-0.09,0.11,1.8,1.87,-0.24,0.985,0.008,0.03
ion,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,1668,0.17,0.09,1.48,1.51,0.368,5.569,0.036,-0.023
ins ecosystem,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
vibe,N/A,N/A,N/A,N/A,5,telecommunications,12,12000000.0,12000000.0,1.0,0.1,5702,0,N/A,-0.9,17250,0.21,0.14,2.26,2.29,-0.09,0.431,0.033,-0.027
trueusd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,10643500,0.05,0.0,0.0,0.83,0.021,-0.662,0.0,0.0
soarcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,202,0.19,0.14,2.26,2.27,-0.06,-0.615,0.02,-0.008
tierion,27 Jul 2017,28 Jul 2017,1.0,300.0,1,saas,11,25000000.0,25000000.0,1.0,0.07,4574,0,N/A,2.33,1142210,-0.11,-0.15,-2.38,-2.31,-0.242,2.831,0.005,-0.025
zoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1160,0,N/A,N/A,99,-0.26,-0.04,-0.69,-0.67,-0.593,-1.062,0.082,0.008
bitrent,1 Dec 2017,31 Mar 2018,120.0,54.0,4,saas,19,14627210.0,N/A,N/A,0.03,13047,0,6494,0.33,156399,0.27,2.14,4.28,4.34,0.036,10.415,0.004,-0.018
counterparty,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,42170,0.06,-0.07,-1.13,-1.07,-0.027,1.569,0.006,-0.023
wagerr,1 Jun 2017,25 Jun 2017,24.0,333.0,10,saas,6,10000000.0,N/A,N/A,0.06,N/A,0,17054,0.14,120805,0.14,0.12,1.87,1.93,-0.226,-8.231,0.01,-0.017
naga,1 Dec 2017,15 Dec 2017,14.0,160.0,12,fintech,28,45318896.0,30000000.0,1.0,1.0,13701,0,24,0.55,3010670,0.22,0.03,0.47,0.51,-0.052,7.769,-0.0,0.003
lbry credits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
safe exchange...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
metaverse etp,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
zeepin,17 Jan 2018,17 Jan 2018,0.0,127.0,12,blockchain,N/A,62580000.0,62600000.0,1.0,0.13,20843,0,N/A,0.51,14383200,-0.01,-0.1,-1.55,-1.48,-0.188,-3.262,-0.003,-0.028
