coin,start,end,duration,age,region,industry,team,raised,hardcap,success,price,telegram,N_google_news,N_twitter,hype,risk,ret_ico_to_day_one,vol_day1,sharpe_1,sharpe_3,sharpe_yr,sharpe_yr2,beta_btc,beta_top10,alpha_btc,alpha_top10
eosdac,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,108048,0.31,2.44,4.88,4.93,-2.187,1.383,0.047,-0.0
neblio,6 Aug 2017,20 Aug 2017,14.0,292.0,1,fintech,2,14834923.0,211927471.0,0.07,0.2,N/A,0,N/A,0.44,N/A,2.146,257746,0.2,0.24,3.77,3.86,-0.11,1.319,0.022,-0.018
tenx,24 Jun 2017,24 Jun 2017,0.0,349.0,7,fintech,10,80000000.0,N/A,N/A,0.87,116,0,1728,0.74,N/A,53.943,303595,0.05,0.16,2.47,2.53,-0.136,-0.553,0.007,-0.013
nexo,17 Mar 2018,15 Apr 2018,29.0,54.0,6,fintech,18,52500000.0,52500000.0,1.0,0.1,63447,0,N/A,0.7,N/A,0.85,3226150,0.04,0.34,0.68,0.8,-0.703,-4.17,0.0,-0.03
quantstamp,17 Nov 2017,16 Dec 2017,29.0,174.0,1,fintech,10,31320000.0,31320000.0,1.0,0.07,24013,0,N/A,0.56,N/A,0.304,28481900,0.18,0.23,3.59,3.67,-0.326,-5.021,0.012,-0.014
zencash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,5658,0,N/A,N/A,N/A,0.0,3196,-0.01,-0.04,-0.65,-0.55,-0.184,-3.745,0.01,-0.016
dent,12 Jul 2017,26 Jul 2017,14.0,317.0,3,telecommunications,8,1923507.0,27478671.0,0.07,0.0,1462,0,36484,N/A,N/A,0.0,71565,0.16,0.1,1.65,1.71,-0.163,-2.447,0.03,-0.007
byteball-bytes,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
revain,21 Aug 2017,4 Sep 2017,14.0,277.0,2,saas,11,12513346.0,12513346.0,1.0,0.05,2352,0,6488,0.46,N/A,0.558,107140,0.26,0.38,6.0,6.12,0.089,0.447,0.014,-0.019
asch,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,933,0.12,0.22,3.5,3.6,0.055,-1.66,0.021,-0.001
nucleus-vision,N/A,N/A,N/A,N/A,12,blockchain,N/A,40000000.0,40000000.0,1.0,0.01,80226,0,N/A,N/A,N/A,3.097,168389000,-0.03,0.06,1.01,1.16,-0.256,-4.064,-0.003,-0.024
smartcash,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,957,0.17,0.15,2.3,2.34,-0.099,1.319,0.03,-0.005
iconomi,25 Aug 2016,29 Sep 2016,35.0,617.0,5,saas,26,10000000.0,11764706.0,0.85,0.11,N/A,0,923,N/A,N/A,1.433,14652,0.13,0.1,1.6,1.67,-0.096,-0.596,0.01,-0.013
singularitynet,19 Dec 2017,19 Dec 2017,0.0,171.0,6,saas,9,32847814.0,32847814.0,1.0,0.1,15776,0,17182,N/A,N/A,14.2,17465100,0.09,0.0,0.08,0.14,-0.146,-11.085,0.002,-0.011
bitcoindark,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,101409,0.39,0.32,5.01,5.07,-0.074,-1.064,0.012,-0.018
time-new-bank,18 Nov 2017,23 Nov 2017,5.0,197.0,7,saas,10,14360000.0,14360000.0,1.0,0.02,27057,0,N/A,N/A,N/A,0.761,10625600,0.34,0.2,3.17,3.25,-0.149,-1.128,0.009,-0.012
request-network,13 Oct 2017,17 Oct 2017,4.0,234.0,5,fintech,7,33600000.0,33600000.0,1.0,0.06,13848,0,770,0.36,N/A,0.013,5914220,0.13,0.27,4.23,4.35,-0.189,-2.957,0.01,-0.023
cindicator,12 Sep 2017,12 Oct 2017,30.0,239.0,2,blockchain,12,15000000.0,15000000.0,1.0,0.01,7942,0,39409,0.68,N/A,1.258,971989,-0.44,0.06,0.89,1.02,-0.143,-2.298,0.014,-0.018
iht-real-esta...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ruff,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,54736200,-0.08,-0.17,-2.77,-2.61,-0.04,0.213,-0.002,-0.006
lympo,17 Feb 2018,28 Feb 2018,11.0,100.0,5,entertainment,11,16857899.0,16857899.0,1.0,0.0217,13220,0,6848,N/A,N/A,-0.258,176692,0.26,0.21,3.41,3.53,-0.122,-0.085,0.026,0.019
arcblock,3 Feb 2018,3 Feb 2018,0.0,125.0,1,blockchain,4,45000000.0,45000000.0,1.0,0.5,38122,0,33939,0.72,N/A,1.54,94865600,-0.38,0.07,1.09,1.29,-0.076,-1.404,0.0,-0.013
delphy,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35214,-0.05,0.23,3.71,3.83,0.119,3.298,0.01,0.002
aragon,17 May 2017,17 May 2017,0.0,387.0,5,saas,2,25000000.0,N/A,N/A,0.74,N/A,0,6858,N/A,N/A,1.054,2745280,0.28,0.09,1.43,1.55,0.01,0.234,0.006,-0.013
enjin-coin,3 Oct 2017,31 Oct 2017,28.0,220.0,7,entertainment,8,22959609.0,24956097.0,0.92,0.03,13153,0,N/A,N/A,N/A,-0.332,742008,0.02,0.28,4.4,4.5,-0.146,-0.085,0.015,-0.008
game.com,N/A,N/A,N/A,N/A,12,gaming,N/A,N/A,N/A,N/A,0.15,2221,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bluzelle,18 Jan 2018,2 Feb 2018,15.0,126.0,7,saas,10,19500000.0,19500000.0,1.0,0.12,23125,0,33274,0.96,N/A,4.648,41214300,0.11,-0.0,-0.02,0.12,-0.643,-5.043,0.005,-0.014
gnosis,24 Apr 2017,24 Apr 2017,0.0,410.0,5,saas,10,12500000.0,12500000.0,1.0,29.85,N/A,0,69037,N/A,N/A,-1.0,22984,-0.01,-0.02,-0.32,-0.27,0.414,7.064,0.005,-0.032
santiment-net...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
streamr-datacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2771370,0.05,0.2,3.25,3.34,-0.11,-6.617,0.009,0.003
poa-network,17 Nov 2017,17 Nov 2017,0.0,203.0,1,saas,19,12500000.0,12500000.0,1.0,0.07,10771,0,306,N/A,N/A,8.064,79376200,-0.34,0.06,0.99,1.12,-0.353,-0.149,-0.001,-0.019
particl,16 Mar 2017,12 Apr 2017,27.0,422.0,12,other,N/A,750000.0,N/A,N/A,1.0,N/A,0,N/A,N/A,N/A,5.95,983921,-0.06,0.08,1.26,1.41,-0.211,-1.681,0.007,-0.021
smartmesh,29 Nov 2017,28 Dec 2017,29.0,162.0,7,saas,9,15691200.0,16872258.0,0.93,0.02,21538,0,3798,N/A,N/A,0.56,1131310,0.39,0.15,2.32,2.4,0.046,1.426,0.012,-0.013
sirin-labs-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,807338,0.35,0.03,0.5,0.63,-0.149,-0.745,-0.001,-0.016
medishares,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,458726,0.31,0.22,3.5,3.58,0.183,3.766,0.012,-0.007
groestlcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,11843,0.08,0.02,0.27,0.35,-0.042,-1.915,0.019,-0.005
bottos,31 Dec 2017,30 Jan 2018,30.0,129.0,12,other,N/A,N/A,N/A,N/A,0.1,N/A,0,N/A,0.42,N/A,2.296,18592600,-0.1,-0.12,-1.97,-1.83,-0.167,-3.489,0.001,-0.021
metal,9 Jun 2017,9 Jun 2017,0.0,364.0,1,blockchain,7,N/A,N/A,1.0,0.18,204,0,33088,N/A,N/A,8.278,2843520,0.35,0.3,4.71,4.81,-0.237,0.064,0.01,-0.016
storiqa,28 Nov 2017,29 Jan 2018,62.0,130.0,3,saas,11,25000000.0,25000000.0,1.0,0.0,34981,0,12924,0.2,N/A,0.0,271889,-0.09,0.11,1.8,1.96,-0.03,15.085,0.019,0.058
gamecredits,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1,0.28,0.22,3.5,3.51,-0.36,1.149,0.05,-0.011
vertcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,14602,0.53,0.25,4.0,4.04,-0.04,-0.979,0.01,-0.016
thekey,15 Jan 2018,15 Jan 2018,0.0,144.0,3,other,15,22000000.0,22000000.0,1.0,0.0352,73963,0,30153,0.7,N/A,-0.186,9008350,0.0,-0.07,-1.09,-0.91,-0.282,-3.0,-0.001,-0.007
ignis,5 Aug 2017,14 Oct 2017,70.0,237.0,5,other,3,15000000.0,21739130.0,0.69,1.05,N/A,0,27292,0.52,N/A,1.2,18762,0.26,0.07,1.16,1.19,-1.217,-3.298,0.007,-0.022
genaro-network,N/A,N/A,N/A,N/A,12,other,N/A,11362000.0,29900000.0,0.38,0.15,4215,0,N/A,N/A,N/A,1.983,12237500,0.26,0.08,1.19,1.31,-0.042,0.851,0.002,-0.016
sophiatx,7 Dec 2017,17 Dec 2017,10.0,173.0,6,saas,21,23470356.0,80932262.0,0.29,0.46,5484,0,16002,0.72,N/A,-0.01,2148170,0.35,0.08,1.19,1.3,-0.123,-0.957,0.004,-0.009
sonm,15 Jun 2017,19 Jun 2017,4.0,354.0,2,saas,13,42000000.0,N/A,N/A,0.59,7985,0,273,N/A,N/A,-0.116,86186,-0.56,-0.1,-1.66,-1.55,-0.081,-3.149,0.005,-0.012
digitalnote,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,6579,0.03,0.14,2.29,2.35,0.016,-0.809,0.011,-0.02
dynamic-tradi...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
cybervein,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,534618,-0.1,-0.79,-1.58,-1.32,0.016,3.021,0.01,0.027
po.et,N/A,N/A,N/A,N/A,1,saas,N/A,10000000.0,10000000.0,1.0,0.0064,8365,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
dew,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,7,0,N/A,N/A,N/A,0.0,7668990,-0.0,-0.03,-0.43,-0.31,-0.211,2.596,-0.002,-0.01
pillar,15 Jul 2017,17 Jul 2017,2.0,326.0,4,saas,30,20000000.0,N/A,N/A,0.1,761,0,12757,N/A,N/A,-0.256,101274,0.24,0.07,1.03,1.16,-0.151,0.426,0.011,-0.01
blockv,19 Oct 2017,25 Oct 2017,6.0,226.0,1,saas,18,21599100.0,39998333.0,0.54,0.42,3724,0,6528,0.6,N/A,-0.948,492028,0.34,0.23,3.6,3.69,-0.021,-3.34,0.01,-0.016
raiden-networ...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
nkn,N/A,N/A,N/A,N/A,12,other,6,12600000.0,12600000.0,1.0,0.13,18203,0,6181,N/A,N/A,1.847,16839000,0.78,1.35,2.7,2.88,0.063,1.0,0.014,0.015
credits,15 Feb 2018,28 Feb 2018,13.0,100.0,7,saas,9,22570394.0,22570394.0,1.0,0.17,27946,0,19793,0.88,N/A,1.4,3014620,0.28,0.17,2.64,2.64,0.027,-4.0,0.01,-0.022
crypterium,31 Oct 2017,14 Jan 2018,75.0,145.0,5,fintech,15,51656963.0,51656963.0,1.0,1.5,33884,0,16520,0.82,N/A,0.54,183715,-0.38,-0.05,-0.75,-0.75,-0.298,-11.0,-0.003,0.001
genesis-vision,15 Oct 2017,15 Nov 2017,31.0,205.0,2,fintech,10,2836732.0,23639433.0,0.12,1.0,8103,0,19526,0.5,N/A,1.68,683667,0.39,0.27,4.32,4.32,-0.042,-6.5,0.019,0.026
iot-chain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3297100,0.54,0.16,2.59,2.59,0.126,-1.0,0.012,0.013
navcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ambrosus,22 Sep 2017,22 Oct 2017,30.0,229.0,6,insurance services,20,32507330.0,98507061.0,0.33,0.29,4231,0,17159,0.82,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
data,N/A,N/A,N/A,N/A,12,saas,N/A,37988300.0,37988300.0,1.0,0.0109,29714,0,N/A,N/A,N/A,0.884,3899000,0.11,0.02,0.36,0.36,-0.134,-9.5,0.005,-0.001
boscoin,09 May 2017,10 May 2017,1.0,394.0,12,blockchain,17,17920000.0,N/A,N/A,0.044,N/A,0,N/A,N/A,N/A,18.93,27934,0.19,0.19,3.05,3.05,-0.052,-6.0,0.002,-0.007
origintrail,15 Jan 2018,17 Jan 2018,2.0,142.0,5,saas,11,21513600.0,21513600.0,1.0,0.1,10077,0,552,0.42,N/A,1.364,3901170,0.19,0.06,0.93,0.93,-0.189,-3.5,0.009,0.007
ubiq,N/A,N/A,N/A,N/A,12,other,4,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,40335,-0.14,-0.05,-0.79,-0.79,-0.031,-1.5,0.011,-0.006
crypto20,16 Oct 2017,30 Nov 2017,45.0,190.0,1,fintech,6,37698373.0,75396746.0,0.5,1.1,N/A,0,9644,0.6,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
docademic,29 Jan 2018,15 Apr 2018,76.0,54.0,10,insurance services,13,1100000.0,N/A,N/A,N/A,7324,0,20560,0.26,N/A,0.0,716822,0.42,3.36,6.72,6.72,2.828,23.5,0.122,-0.044
apex,01 Jan 2018,28 Jan 2018,27.0,131.0,12,blockchain,N/A,25000000.0,25000000.0,1.0,0.16,15768,0,N/A,0.4,N/A,0.055,9262900,0.4,3.21,6.42,6.42,-0.423,-7.5,-0.002,-0.005
tokenpay,7 Dec 2017,17 Jan 2018,41.0,142.0,7,blockchain,10,40948500.0,40948500.0,1.0,6.0,17600,0,N/A,N/A,N/A,-0.66,1515520,0.43,0.16,2.5,2.5,-0.376,-8.5,0.029,0.008
ink,N/A,N/A,N/A,N/A,12,blockchain,N/A,15000000.0,15000000.0,1.0,0.13,10254,0,N/A,N/A,N/A,1.158,14267,0.12,0.1,1.63,1.63,0.071,-6.0,0.003,-0.024
jibrel-network,27 Nov 2017,1 Jan 2018,35.0,158.0,6,blockchain,9,30000000.0,30000000.0,1.0,0.25,2165,0,6531,0.68,N/A,0.689,10089800,0.06,-0.1,-1.64,-1.64,-0.509,-4.5,0.002,-0.018
bridgecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,28548,-0.08,0.19,2.96,2.96,-0.35,-7.0,0.021,-0.012
burst,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,3084,-0.08,-0.1,-1.54,-1.54,-0.074,-3.5,0.008,0.02
cube,16 Feb 2018,15 Mar 2018,27.0,85.0,4,saas,12,N/A,N/A,N/A,N/A,1620,0,5999,0.26,N/A,0.0,6757530,-0.13,0.0,0.04,0.04,-0.136,-3.5,-0.005,-0.005
republic-prot...,N/A,N/A,N/A,N/A,12,fintech,N/A,34299022.0,34299022.0,1.0,0.0571,12153,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
iotex,N/A,N/A,N/A,N/A,1,social services,11,N/A,N/A,N/A,0.007,65477,0,12290,N/A,N/A,3.352,7485610,0.82,1.42,2.85,2.85,1.008,-3.5,0.056,0.086
zclassic,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,35136,-0.49,-0.29,-4.62,-4.62,-0.077,-6.0,0.016,0.006
bitcore,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,445,0.08,0.08,1.29,1.29,-0.102,-5.5,0.016,-0.016
eximchain,01 Feb 2018,13 Feb 2018,12.0,115.0,12,blockchain,16,20000000.0,20000000.0,1.0,0.33,10982,0,N/A,0.34,N/A,1.01,185434,0.8,1.39,2.79,2.79,-0.135,-5.0,0.015,0.015
bread,16 Dec 2017,24 Dec 2017,8.0,166.0,6,blockchain,6,20021300.0,20021300.0,1.0,0.78,46002,0,54623,0.6,N/A,1.423,56455400,0.23,-0.03,-0.47,-0.47,-0.066,-5.5,-0.002,0.015
educare,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,858640,0.18,0.05,0.79,0.79,-0.156,-1.0,0.007,-0.002
peercoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,-0.36,-0.24,-3.8,-3.8,0.045,-4.0,0.003,-0.008
primecoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,0.0,0.26,0.13,1.99,1.99,0.06,-3.5,0.007,-0.001
ethlend,25 Nov 2017,30 Nov 2017,5.0,190.0,5,blockchain,25,17860000.0,17860000.0,1.0,0.02,18962,0,46751,0.5,N/A,-0.069,728686,0.43,0.26,4.09,4.09,-0.299,-7.5,0.014,0.002
trade-token,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,5895130,-0.16,-0.2,-3.24,-3.24,-0.119,-3.0,-0.001,0.063
stakenet,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,89176,0.2,1.56,3.11,3.11,-0.504,-3.5,0.015,0.029
telcoin,11 Dec 2017,30 Dec 2017,19.0,160.0,8,blockchain,19,25000000.0,25000000.0,1.0,0.001,20972,0,25566,0.4,N/A,5.031,842193,0.04,-0.05,-0.81,-0.81,-0.291,-8.0,-0.002,0.009
tokenomy,15 Jan 2018,5 Feb 2018,21.0,123.0,12,blockchain,17,22869000.0,N/A,N/A,N/A,2352,0,46,0.64,N/A,0.0,2372070,-0.57,-0.12,-1.94,-1.94,-0.02,-10.0,-0.002,0.028
electra,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1555,0.38,0.3,4.7,4.7,-1.589,-5.0,0.237,0.0
ost,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,29195600,0.3,0.05,0.8,0.8,-0.14,-3.5,-0.001,-0.005
red-pulse,8 Oct 2017,8 Oct 2017,0.0,243.0,3,fintech,11,14508923.0,14508923.0,1.0,0.03,6373,0,33199,N/A,N/A,0.849,5395350,-0.05,0.23,3.57,3.57,-0.242,-8.5,0.011,-0.003
trueusd,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10643500,0.05,0.0,0.0,0.0,0.029,1.0,0.0,-0.001
daex,N/A,N/A,N/A,N/A,12,blockchain,N/A,N/A,N/A,N/A,0.13,12087,0,N/A,N/A,N/A,0.35,817700,-0.23,-1.82,-3.63,-3.63,0.146,-5.5,-0.007,0.003
wagerr,1 Jun 2017,25 Jun 2017,24.0,348.0,10,saas,6,10000000.0,N/A,N/A,0.06,N/A,0,17116,N/A,N/A,0.141,120805,0.14,0.12,1.87,1.87,-0.233,-1.0,0.011,0.025
dai,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,324695,0.2,0.1,1.63,1.63,0.003,0.5,0.001,-0.001
tomochain,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,491166,-0.23,0.24,3.81,3.81,-0.318,-4.0,0.006,-0.011
eidoo,4 Oct 2017,16 Oct 2017,12.0,235.0,6,saas,5,27676992.0,51253689.0,0.54,2.3,5431,0,25857,N/A,N/A,0.035,39128,-0.02,0.15,2.37,2.37,-0.164,-7.5,0.004,0.006
edgeless,28 Feb 2017,21 Mar 2017,21.0,444.0,12,saas,N/A,2000000.0,N/A,N/A,0.04,1283,0,40104,N/A,N/A,-0.23,18692,0.26,0.18,2.87,2.87,0.03,-5.0,0.014,-0.005
adex,30 Jun 2017,30 Jun 2017,0.0,343.0,2,fintech,16,10000000.0,10000000.0,1.0,0.24,4554,0,56645,N/A,N/A,3.089,18016700,-0.27,-2.15,-4.3,-4.3,-0.042,-6.0,-0.013,-0.003
einsteinium,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,7895,-0.02,-0.16,-2.5,-2.5,0.041,-5.5,0.011,-0.002
rock,N/A,N/A,N/A,N/A,12,fintech,N/A,980399.0,9803990.0,0.1,2.89,1824,0,N/A,N/A,N/A,-0.942,1832920,-0.06,0.03,0.49,0.49,0.29,-6.5,0.002,-0.01
ripio-credit-...,N/A,N/A,N/A,N/A,10,fintech,12,37863045.0,37863045.0,1.0,0.0743,4212,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
babb,6 Feb 2018,6 Mar 2018,28.0,94.0,4,fintech,13,20000000.0,20000000.0,1.0,0.0,14279,0,10643,0.66,N/A,0.0,286765,-0.01,0.23,3.64,3.64,-0.377,-3.5,0.023,0.002
paypie,15 Oct 2017,16 Oct 2017,1.0,235.0,1,saas,11,26000000.0,26000000.0,1.0,0.37,4221,0,7818,N/A,N/A,-0.02,256062,0.06,0.15,2.35,2.35,0.008,-25.0,0.013,0.018
quantum-resis...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
salus,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,882,0.12,0.23,3.6,3.6,-0.151,-3.0,0.031,0.003
safe-exchange...,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
bitrent,1 Dec 2017,31 Mar 2018,120.0,69.0,4,saas,19,14627210.0,N/A,N/A,0.06,12849,0,6635,0.74,N/A,-0.336,156399,0.27,0.05,0.75,0.75,-0.12,-1.0,0.007,0.023
hydro-protocol,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,1039850,-0.07,-0.12,-1.83,-1.83,0.056,0.5,-0.0,-0.009
tokencard,2 May 2017,2 May 2017,0.0,402.0,4,fintech,8,12782000.0,12782000.0,1.0,0.54,3,0,18986,N/A,N/A,0.926,416619,0.06,0.01,0.19,0.19,-0.105,-9.0,0.008,0.022
viacoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,310728,0.26,0.1,1.62,1.62,-0.07,-4.0,0.009,0.004
swarm,N/A,N/A,N/A,N/A,1,other,10,5370258.0,53702580.0,0.1,27.42,2743,0,N/A,N/A,N/A,-0.999,228,-0.12,0.06,0.93,0.93,-0.121,-165.0,0.055,0.533
airswap,10 Oct 2017,10 Nov 2017,31.0,210.0,1,fintech,4,12600000.0,12600000.0,1.0,0.3,4371,0,N/A,N/A,N/A,0.345,3654270,-0.15,0.06,0.95,0.95,-0.067,-7.0,0.005,0.001
bitbay,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,1378,0,N/A,N/A,N/A,0.0,35871,-0.25,-0.28,-4.38,-4.38,0.149,-8.5,0.009,-0.006
cloakcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,152742,0.19,0.19,3.09,3.09,0.049,-7.5,0.016,-0.001
bitcny,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,2209,0.03,0.03,0.44,0.44,-0.137,-1.0,0.013,-0.004
swftcoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,86788100,-0.11,-0.17,-2.69,-2.69,-0.215,-3.5,-0.008,-0.005
fuzex,N/A,N/A,N/A,N/A,12,blockchain,22,36241600.0,36241600.0,1.0,0.0755,5788,0,N/A,0.4,N/A,-0.241,225465,0.11,0.9,1.8,1.8,0.297,-4.5,0.028,0.015
singulardtv,2 Oct 2016,2 Oct 2016,0.0,614.0,1,saas,N/A,7500000.0,N/A,N/A,0.02,330,0,37387,N/A,N/A,-0.067,165271,-0.14,-0.11,-1.72,-1.72,-0.098,-7.0,0.009,-0.005
spankchain,N/A,N/A,N/A,N/A,1,entertainment,9,23750000.0,N/A,N/A,N/A,N/A,0,289780,N/A,N/A,0.0,44095,0.47,0.31,4.85,4.85,-0.029,-0.5,0.015,-0.005
counterparty,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,42170,0.06,-0.07,-1.13,-1.13,-0.027,-1.5,0.005,0.009
linkeye,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,10037600,-0.24,-0.2,-3.2,-3.2,-0.051,-1.0,-0.004,0.015
ravencoin,N/A,N/A,N/A,N/A,12,other,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,0.0,171820,0.19,0.11,1.81,1.81,-0.45,-14.0,0.006,-0.012
zebi,05 Mar 2018,31 Mar 2018,26.0,69.0,7,fintech,17,8561100.0,8561100.0,1.0,0.0333,15105,0,16850,0.46,N/A,2.483,5412550,0.14,1.11,2.22,2.22,-0.505,-7.5,-0.006,-0.025
